"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx"
160367,"2024-T3","low","med",600,500,"no","L27","no",3,1.75659327190566
160368,"2024-X","high","low",500,325,"uncertain","Argon-Industries","no",4,2.03494739234875
160369,"7055","high","low",475,375,"no","Argon-Industries","no",1,1.67564351258668
160370,"2024-T3","high","low",425,350,"uncertain","Argon-Industries","no",5,2.11473465784354
160371,"2224","med","low",525,400,"no","Argon-Industries","no",2,2.01523689833917
160372,"2024-T3","med","high",525,300,"no","Argon-Industries","no",2,1.82073277917872
160373,"6061","low","low",475,475,"yes","Argon-Industries","no",2,1.96853297092172
160374,"2024-X","high","high",425,475,"no","L27","no",5,1.9507968266663
160375,"5052","low","low",400,475,"no","L27","no",2,1.7309216652496
160376,"2224","high","low",525,325,"no","Argon-Industries","no",5,2.02920584312393
160377,"6061","high","med",475,300,"no","Argon-Industries","no",2,2.12342876137075
160378,"2324","high","low",450,450,"no","L27","no",5,1.70784928866691
160379,"2024-X","high","med",600,350,"uncertain","L27","no",2,1.92504948161476
160380,"2024-X","high","low",425,350,"no","L27","no",5,1.96286140781423
160381,"2324","high","med",575,500,"yes","L27","no",3,1.87267633102984
160382,"6063","med","low",425,350,"no","Argon-Industries","no",2,1.98566053849311
160383,"2324","low","low",450,400,"yes","L27","no",2,1.80883405658416
160384,"5052","high","med",475,475,"no","Argon-Industries","no",2,2.135209964046
160385,"7055","med","low",550,350,"no","L27","no",5,1.79659517565384
160386,"6061","low","low",450,450,"no","Argon-Industries","no",4,2.06190325291662
160387,"2024-X","high","high",525,400,"yes","L27","no",5,1.98842375798274
160388,"2024-T3","low","low",600,450,"no","Argon-Industries","no",2,2.16809351718328
160389,"2324","low","low",575,350,"uncertain","MasterAlloys","no",5,2.08433914678713
160390,"7475","low","med",600,425,"no","Argon-Industries","no",5,1.49177890529409
160391,"5052","high","low",450,400,"no","L27","no",5,2.06798611576928
160392,"2224","low","med",475,350,"no","L27","no",2,1.96209619038852
160393,"2324","high","high",525,475,"no","L27","no",4,1.66722066397929
160394,"2024-X","high","low",550,500,"uncertain","Argon-Industries","no",2,1.99174065020421
160395,"2324","high","med",475,500,"no","Argon-Industries","no",2,2.06263794571983
160396,"2324","high","low",600,500,"no","Argon-Industries","no",2,1.94470912955216
160397,"6063","low","med",600,400,"no","L27","no",2,1.83883942295449
160398,"7055","low","high",450,475,"no","Argon-Industries","no",2,2.04422874236026
160399,"7055","med","high",425,425,"no","MasterAlloys","no",2,2.13067446143595
160400,"2324","low","med",450,500,"no","MasterAlloys","yes",2,1.84790384187286
160401,"7055","high","low",400,400,"yes","Argon-Industries","no",2,1.98986778693341
160402,"6063","high","low",425,475,"no","L27","no",2,1.97295964197217
160403,"2224","med","low",475,300,"no","Argon-Industries","no",2,1.89292037779491
160404,"2324","low","med",550,375,"no","Argon-Industries","no",2,1.92917835328623
160405,"2024-T3","high","low",575,425,"no","Argon-Industries","no",4,1.6776521135077
160406,"2024-X","med","low",600,425,"no","MasterAlloys","no",1,2.00216026310976
160407,"7068","high","low",475,450,"uncertain","Argon-Industries","no",5,1.8998924242795
160408,"2324","high","low",450,375,"no","Argon-Industries","no",2,1.78593806875891
160409,"2224","high","low",425,300,"no","Argon-Industries","no",2,1.4634455913428
160410,"7475","med","med",600,475,"uncertain","Argon-Industries","no",5,1.93187068645908
160411,"2024-X","high","low",400,350,"uncertain","L27","no",2,1.78619449195492
160412,"7475","high","low",550,450,"no","Argon-Industries","no",2,1.74250373754999
160413,"6063","low","high",500,425,"no","Argon-Industries","no",4,1.99584083310677
160414,"2324","low","med",600,375,"no","L27","yes",3,1.9131543492346
160415,"7475","high","high",600,375,"no","Argon-Industries","no",2,2.05252427856393
160416,"6063","high","low",550,425,"no","L27","no",5,1.96621627878109
160417,"5052","high","high",575,300,"no","Argon-Industries","no",5,1.92279789513256
160418,"7068","med","low",450,475,"yes","MasterAlloys","no",1,2.15535631724644
160419,"2324","med","med",575,450,"no","Argon-Industries","no",2,1.80443468793735
160420,"7068","high","med",400,425,"no","L27","no",2,1.93146991137281
160421,"6063","low","low",550,450,"no","Argon-Industries","no",1,1.99234349931853
160422,"2324","high","low",525,425,"no","MasterAlloys","no",2,1.82659908293142
160423,"2224","high","low",475,400,"no","Argon-Industries","no",5,2.10350164680747
160424,"7068","high","low",500,300,"no","MasterAlloys","no",5,2.06491390334824
160425,"6063","med","low",400,300,"yes","MasterAlloys","no",2,1.93497533399636
160426,"7068","low","high",425,475,"uncertain","Argon-Industries","no",5,1.953328537291
160427,"7475","med","low",575,375,"no","Argon-Industries","yes",5,2.24147587278606
160428,"2024-T3","med","low",475,450,"uncertain","L27","no",2,1.66930051134329
160429,"6061","med","low",575,400,"no","MasterAlloys","no",2,2.09162442198361
160430,"2024-X","high","high",550,400,"no","L27","no",2,1.93241502557481
160431,"2324","high","high",550,400,"no","Argon-Industries","no",4,1.88873994051335
160432,"7475","high","high",400,500,"no","Argon-Industries","no",2,1.94171957905873
160433,"6063","high","low",400,425,"uncertain","Argon-Industries","no",5,1.77355296092377
160434,"7068","med","high",525,375,"no","L27","no",2,2.02533720379501
160435,"2024-T3","high","high",450,475,"no","L27","yes",2,1.88620737178624
160436,"2324","high","high",425,500,"no","L27","no",2,1.92182022083717
160437,"7475","med","high",600,350,"no","Argon-Industries","no",2,1.84749174839451
160438,"7068","high","med",525,325,"yes","Argon-Industries","no",2,1.70886964888583
160439,"2024-X","high","med",500,425,"no","Argon-Industries","no",5,1.76920354039082
160440,"2324","high","low",575,400,"no","L27","no",4,1.95376550457499
160441,"2224","high","high",425,475,"uncertain","Argon-Industries","no",4,1.90395015475655
160442,"6063","high","low",575,400,"no","Argon-Industries","no",2,1.84882734129644
160443,"2224","med","high",500,350,"no","Argon-Industries","no",3,1.93202666821837
160444,"7055","high","med",525,400,"no","MasterAlloys","no",2,1.96832461137115
160445,"2024-T3","high","low",425,325,"yes","MasterAlloys","no",5,2.03523323070907
160446,"2024-T3","high","high",450,425,"yes","Argon-Industries","no",3,1.97512646721912
160447,"7475","med","low",400,450,"no","L27","no",2,2.0430954772825
160448,"6063","low","low",425,400,"no","L27","no",5,2.20386366332082
160449,"6061","high","low",450,400,"yes","Argon-Industries","no",5,1.82908278256258
160450,"7055","low","med",500,400,"no","MasterAlloys","no",2,1.57949109039774
160451,"2324","high","med",475,375,"no","Argon-Industries","no",5,1.97284112703128
160452,"6061","med","low",500,475,"no","Argon-Industries","no",4,1.73477461294051
160453,"7055","med","med",575,300,"no","L27","no",5,1.74332478856218
160454,"7068","high","med",600,500,"no","MasterAlloys","no",1,2.05130316932515
160455,"7068","high","low",425,350,"no","Argon-Industries","no",3,1.92456866202178
160456,"7068","low","high",475,375,"no","Argon-Industries","no",2,1.81517705575268
160457,"6063","high","high",500,325,"yes","Argon-Industries","no",2,2.03302220157003
160458,"5052","low","med",400,325,"no","Argon-Industries","no",2,2.03749857574122
160459,"6063","med","high",475,325,"no","MasterAlloys","no",2,1.92573870554695
160460,"7055","high","low",475,400,"yes","L27","no",3,1.89740285228213
160461,"2324","med","med",550,325,"no","L27","no",2,2.16354662753481
160462,"2024-X","high","low",400,475,"no","Argon-Industries","no",5,1.99187894482382
160463,"2024-T3","low","high",500,300,"uncertain","Argon-Industries","no",5,1.96184255497075
160464,"2024-X","high","high",475,425,"no","Argon-Industries","no",2,1.96100261725622
160465,"7068","high","low",525,450,"uncertain","Argon-Industries","no",5,1.94157052105531
160466,"7068","high","high",400,375,"uncertain","Argon-Industries","no",2,2.01909553903459
160467,"6063","med","high",400,450,"no","Argon-Industries","no",5,1.85920731740079
160468,"2324","high","med",500,300,"uncertain","L27","no",5,2.0808868211254
160469,"7075-T6","med","high",600,475,"no","Argon-Industries","no",2,1.70854805254749
160470,"7475","high","low",425,325,"no","Argon-Industries","no",5,2.00062903348623
160471,"2024-T3","high","med",450,300,"yes","Argon-Industries","no",2,1.79681980943102
160472,"5052","high","low",525,350,"no","Argon-Industries","no",2,2.01606534102605
160473,"2324","high","low",425,475,"no","MasterAlloys","no",2,1.97395077958851
160474,"7075-T6","high","low",450,350,"no","Argon-Industries","no",1,1.79260076261306
160475,"2024-X","high","low",575,325,"yes","Argon-Industries","no",2,1.96054293655623
160476,"2024-T3","high","med",500,400,"no","Argon-Industries","no",2,2.08049079921738
160477,"7475","high","low",400,500,"no","L27","no",4,2.01452750603087
160478,"6061","high","low",550,350,"no","MasterAlloys","no",4,1.89139901400615
160479,"2024-T3","high","low",450,425,"yes","Argon-Industries","no",2,1.9245905292147
160480,"5052","med","high",525,375,"no","Argon-Industries","no",5,1.99958844721068
160481,"2024-T3","high","low",400,350,"no","Argon-Industries","no",2,1.89067636619864
160482,"7055","med","low",525,400,"yes","Argon-Industries","no",2,1.64497832627361
160483,"7055","low","low",500,300,"no","MasterAlloys","no",2,2.09537910247326
160484,"2024-T3","low","med",475,375,"uncertain","L27","yes",2,1.90537185346427
160485,"7075-T6","low","low",550,350,"uncertain","L27","no",5,1.88681748726465
160486,"6063","med","low",450,425,"no","Argon-Industries","no",5,2.14682042890419
160487,"6061","low","med",575,425,"no","MasterAlloys","no",1,1.96003490857532
160488,"7475","high","low",475,400,"yes","Argon-Industries","no",5,2.11131232012611
160489,"5052","high","high",575,325,"no","MasterAlloys","no",4,1.80362134820733
160490,"6063","high","low",600,500,"no","MasterAlloys","no",5,2.10547519061067
160491,"7075-T6","med","med",550,300,"no","MasterAlloys","no",2,1.97672613390765
160492,"7075-T6","med","low",550,500,"no","L27","no",1,1.92253162413489
160493,"5052","med","low",575,375,"uncertain","L27","no",5,1.6595249466575
160494,"2324","high","med",600,300,"no","Argon-Industries","no",4,1.7364637549116
160495,"2024-T3","high","med",475,325,"no","Argon-Industries","no",2,1.71503083853206
160496,"6063","high","high",475,475,"no","Argon-Industries","no",2,1.93950431981299
160497,"2224","med","low",475,325,"yes","Argon-Industries","no",5,1.88407399401166
160498,"5052","med","low",600,400,"no","MasterAlloys","yes",3,1.85501361929273
160499,"2024-T3","high","low",450,375,"no","Argon-Industries","no",5,1.71799788036823
160500,"2024-T3","high","med",575,300,"no","L27","yes",2,1.8755656012144
160501,"7075-T6","high","high",575,300,"no","Argon-Industries","no",4,1.79980702891521
160502,"7475","low","low",500,375,"no","Argon-Industries","no",5,1.96162649134689
160503,"2324","high","high",450,400,"no","Argon-Industries","no",2,2.03401744677723
160504,"6063","high","low",600,500,"uncertain","MasterAlloys","no",2,1.8640443654727
160505,"6061","high","high",525,375,"no","Argon-Industries","no",4,2.07887327575973
160506,"7475","high","med",600,375,"no","L27","no",2,2.08482526854563
160507,"2024-T3","high","low",575,300,"no","Argon-Industries","no",5,1.93538148742532
160508,"6063","low","low",525,500,"no","MasterAlloys","no",3,1.94096934198607
160509,"6063","low","high",475,375,"no","L27","no",2,1.92891673544188
160510,"2224","high","low",600,350,"no","Argon-Industries","yes",3,1.95826758090008
160511,"7055","high","high",450,400,"no","MasterAlloys","no",2,1.93410389735223
160512,"7055","high","low",400,300,"no","L27","no",5,2.06070201083783
160513,"5052","low","high",475,450,"no","Argon-Industries","no",2,2.16704790139819
160514,"2324","low","med",425,425,"no","Argon-Industries","no",5,1.85368869481524
160515,"2324","med","low",475,400,"yes","L27","no",5,2.18493016375134
160516,"7055","high","low",475,500,"yes","Argon-Industries","no",5,1.93340450843749
160517,"2324","med","low",575,400,"no","Argon-Industries","no",2,1.86374120097369
160518,"2224","high","med",575,500,"no","Argon-Industries","no",4,1.99404248696289
160519,"6061","high","med",400,475,"no","Argon-Industries","no",5,1.98448156857974
160520,"7068","high","med",400,300,"no","MasterAlloys","no",2,1.98911135835074
160521,"7075-T6","high","med",550,350,"uncertain","Argon-Industries","yes",3,1.97021332267
160522,"6061","high","low",575,325,"no","MasterAlloys","no",5,2.03816979122686
160523,"7068","high","med",425,475,"no","Argon-Industries","no",5,2.07754981725021
160524,"6063","med","med",475,425,"no","Argon-Industries","no",2,1.92695787086672
160525,"2024-T3","high","low",450,325,"no","Argon-Industries","no",5,1.96258121951444
160526,"2024-T3","low","low",425,425,"uncertain","L27","no",1,1.83822379768742
160527,"7068","low","low",475,475,"yes","Argon-Industries","no",2,1.920108805933
160528,"7068","high","med",550,475,"uncertain","L27","no",2,2.09675480980821
160529,"2024-T3","med","low",550,450,"no","L27","no",2,1.75740671138653
160530,"2324","high","low",475,350,"no","MasterAlloys","no",1,1.95357013655468
160531,"2324","low","low",550,425,"no","L27","yes",1,1.77916958324351
160532,"2324","low","low",600,500,"uncertain","Argon-Industries","no",5,1.58205659366714
160533,"7055","high","low",450,400,"no","MasterAlloys","no",2,2.05837638779677
160534,"7055","med","med",600,425,"uncertain","L27","no",4,1.82591867586857
160535,"7475","high","low",600,500,"no","Argon-Industries","no",5,2.08228706168429
160536,"7068","high","high",400,375,"no","MasterAlloys","no",2,1.95505691537319
160537,"6061","high","high",425,375,"uncertain","Argon-Industries","no",4,1.86345185914373
160538,"6063","high","low",400,450,"no","L27","no",5,1.97122696038168
160539,"2324","med","low",400,450,"no","L27","no",5,1.93917598431619
160540,"2324","high","low",550,300,"no","MasterAlloys","no",5,2.00606566382036
160541,"7075-T6","low","med",400,450,"no","Argon-Industries","no",5,1.89262343759523
160542,"5052","med","med",500,300,"no","L27","no",2,2.00290374619888
160543,"2224","high","low",500,400,"no","L27","yes",2,1.88872426816349
160544,"2224","high","high",475,500,"uncertain","Argon-Industries","no",2,1.86140740761436
160545,"2024-X","high","high",400,350,"no","Argon-Industries","no",3,1.64865184556574
160546,"2224","high","low",425,350,"no","Argon-Industries","no",2,1.863784009988
160547,"7475","high","low",500,300,"yes","MasterAlloys","no",5,2.27923662131903
160548,"2024-X","med","high",450,400,"no","Argon-Industries","no",2,1.95883291794498
160549,"6063","low","high",500,500,"no","Argon-Industries","no",4,1.60790825272018
160550,"6061","med","high",575,325,"uncertain","MasterAlloys","no",5,2.05186493671194
160551,"6061","med","med",425,400,"no","Argon-Industries","no",4,2.05576513987368
160552,"2024-T3","med","low",450,400,"no","Argon-Industries","no",5,1.8809935624284
160553,"2024-X","low","high",425,300,"no","Argon-Industries","no",5,2.0058240520935
160554,"5052","high","high",525,400,"yes","Argon-Industries","no",2,1.56769082230672
160555,"5052","med","low",600,500,"no","MasterAlloys","no",2,1.60551826350305
160556,"6061","high","low",475,375,"no","L27","no",5,1.76821647752679
160557,"6061","high","med",425,450,"no","MasterAlloys","no",2,1.99245187862772
160558,"7075-T6","med","med",500,350,"no","MasterAlloys","no",1,2.01382188372343
160559,"7068","high","high",575,500,"no","Argon-Industries","yes",2,1.66150458872923
160560,"2024-T3","low","high",400,325,"yes","Argon-Industries","no",2,1.77768857011519
160561,"6063","high","low",450,325,"no","Argon-Industries","no",2,1.67204634145236
160562,"6061","high","high",400,475,"no","Argon-Industries","no",5,1.77844082305735
