"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx","y_passXtremeDurability"
357,"5052","high","low",450,350,"uncertain","L27","yes",2,1.79890670302378,1
358,"5052","high","high",450,425,"no","L27","no",2,2.12790496237699,0
359,"7075-T6","low","high",500,400,"no","MasterAlloys","no",2,1.81198709580931,1
360,"7055","high","high",400,350,"no","L27","no",2,2.12087472292385,0
361,"7055","med","low",500,425,"no","MasterAlloys","no",2,1.73890146255913,0
362,"2224","low","med",475,475,"no","Argon-Industries","no",2,1.91811384969443,1
363,"2024-X","high","low",550,325,"yes","Argon-Industries","no",2,1.67633566772023,1
364,"2024-T3","low","med",575,375,"no","Argon-Industries","no",2,2.12659942527844,0
365,"7075-T6","low","high",575,325,"no","Argon-Industries","yes",2,1.93517352489735,0
366,"5052","low","low",575,500,"uncertain","MasterAlloys","no",2,1.92061013368738,0
367,"5052","med","low",600,475,"no","Argon-Industries","yes",5,1.52932157049483,0
368,"7068","med","low",475,475,"no","Argon-Industries","no",2,1.81907991740503,1
369,"2324","med","high",575,450,"yes","Argon-Industries","no",2,1.7716273024073,1
370,"2324","low","low",425,375,"no","Argon-Industries","no",2,1.92775856766331,0
371,"7068","high","low",550,425,"yes","Argon-Industries","no",5,1.97967971514435,1
372,"7075-T6","high","med",450,425,"no","Argon-Industries","no",2,2.02173460997891,0
373,"2024-T3","med","high",425,475,"yes","L27","no",2,1.73175312907485,1
374,"7055","high","high",575,350,"no","MasterAlloys","no",2,1.69921816036949,1
375,"6063","med","low",425,475,"no","Argon-Industries","no",5,1.9331755832397,0
376,"7075-T6","high","low",425,500,"no","Argon-Industries","no",4,1.61282641172995,0
377,"2024-T3","high","high",425,375,"no","Argon-Industries","no",2,2.00674992299744,1
378,"7055","med","high",600,300,"yes","Argon-Industries","no",2,1.71491126171684,0
379,"2024-X","low","high",525,325,"no","Argon-Industries","no",2,1.95455998126811,1
380,"2024-T3","high","low",400,375,"no","MasterAlloys","no",2,1.95346649044704,0
381,"5052","high","med",575,425,"no","L27","no",4,1.86459812272864,1
382,"7068","med","med",600,400,"no","MasterAlloys","no",2,1.67788366909722,0
383,"7075-T6","high","high",450,450,"no","Argon-Industries","no",4,1.94306051332296,1
384,"2224","low","low",475,450,"yes","Argon-Industries","no",5,2.01637106907607,0
385,"2024-X","high","med",400,425,"no","L27","no",2,2.14237724852044,1
386,"5052","low","med",450,500,"no","MasterAlloys","no",2,2.01869720446551,0
387,"2324","high","high",425,300,"yes","L27","no",3,1.77935868016089,0
388,"5052","high","low",425,500,"yes","MasterAlloys","no",2,2.05423974687521,0
389,"7475","low","med",575,300,"uncertain","Argon-Industries","no",5,1.80054723559139,0
390,"7475","low","med",400,375,"no","Argon-Industries","no",1,1.79147218538148,1
391,"2224","low","low",425,300,"no","MasterAlloys","no",5,1.99689876360659,0
392,"2224","high","high",550,475,"yes","L27","no",3,1.98660176161486,1
393,"7075-T6","high","low",450,450,"yes","L27","no",5,2.09268896789164,0
394,"7475","high","low",475,350,"no","L27","no",2,1.98191864573809,1
395,"6061","med","low",600,425,"no","Argon-Industries","no",5,2.06689698912116,0
396,"2024-X","low","med",600,500,"yes","Argon-Industries","no",1,2.09936165306111,1
397,"7475","med","low",575,300,"uncertain","Argon-Industries","no",4,2.02977861624981,0
398,"7475","low","low",550,300,"no","Argon-Industries","no",4,2.03868038327622,0
399,"2224","low","low",425,425,"no","L27","no",5,2.08711656140137,0
400,"6063","high","low",575,300,"yes","Argon-Industries","no",2,1.97905826828046,1
401,"2324","med","med",475,400,"no","L27","no",3,2.02737885467675,1
402,"2024-X","high","med",475,475,"yes","MasterAlloys","no",5,1.73372905753097,0
403,"5052","high","low",525,475,"no","L27","yes",5,2.09411283773946,0
404,"6061","med","med",400,500,"no","L27","no",5,2.02557015210821,0
405,"2024-X","low","low",600,375,"no","MasterAlloys","no",4,1.98049264344483,1
406,"6061","high","high",500,425,"no","Argon-Industries","no",2,2.09219429428923,1
407,"6063","high","low",550,300,"no","Argon-Industries","yes",2,1.84760496010746,1
408,"7075-T6","med","low",400,450,"no","Argon-Industries","no",5,1.96734707440696,0
409,"2024-X","high","low",500,400,"yes","MasterAlloys","no",2,1.77540161063808,1
410,"2324","high","low",425,400,"no","MasterAlloys","no",2,1.75076584129125,0
411,"7075-T6","high","low",450,425,"no","L27","no",2,2.07558017850561,0
412,"6063","low","high",450,300,"uncertain","Argon-Industries","yes",2,1.96052453270615,0
413,"7075-T6","high","low",425,500,"no","MasterAlloys","no",5,1.85185856327366,0
414,"2324","high","low",450,425,"no","L27","no",2,1.6742427663898,1
415,"2224","high","med",475,325,"yes","L27","no",2,1.91894906625945,0
416,"2324","low","high",575,375,"no","Argon-Industries","no",2,1.99267051336444,1
417,"7068","high","low",425,450,"yes","Argon-Industries","no",2,1.95382601205421,0
418,"7055","low","med",600,450,"no","Argon-Industries","no",5,1.98506509998147,1
419,"2024-T3","low","low",600,400,"no","Argon-Industries","no",4,2.0049160695627,1
420,"2024-T3","med","low",425,350,"uncertain","L27","no",5,2.2551896050846,1
421,"6063","high","low",450,425,"no","MasterAlloys","yes",2,2.0115750238526,0
422,"7075-T6","high","high",400,500,"no","Argon-Industries","no",2,1.67298926338964,0
423,"5052","low","low",575,300,"no","L27","no",2,1.94324605693008,1
424,"2024-T3","high","high",550,425,"no","L27","no",5,2.0299093034127,1
425,"7055","high","med",475,400,"uncertain","MasterAlloys","no",2,1.78065003454376,0
426,"7075-T6","high","high",575,500,"yes","Argon-Industries","no",5,2.0116917118676,0
427,"7068","low","med",600,375,"no","Argon-Industries","no",2,1.91401769545437,0
428,"7075-T6","low","med",550,375,"yes","Argon-Industries","no",4,2.03040818720771,0
429,"7055","low","high",525,300,"no","Argon-Industries","no",5,1.92039258846257,0
430,"5052","low","high",525,300,"no","Argon-Industries","no",2,1.90634643580825,1
431,"5052","med","low",500,325,"yes","Argon-Industries","no",4,2.08099403088171,0
432,"6061","low","med",500,425,"no","Argon-Industries","no",5,1.5925239692922,0
433,"2224","med","low",550,300,"no","L27","no",5,1.9077903055193,1
434,"2224","high","low",400,325,"no","Argon-Industries","no",2,1.87287092729934,1
435,"6061","high","med",575,375,"no","MasterAlloys","no",2,2.06162749066127,1
436,"2024-T3","high","low",500,400,"no","L27","no",2,2.0982824237102,1
437,"7475","low","low",450,300,"no","MasterAlloys","no",2,2.01088607429306,1
438,"5052","high","med",425,350,"no","MasterAlloys","no",2,2.06248443271022,0
439,"2024-T3","low","high",550,500,"no","L27","no",2,1.85704655726802,1
440,"7068","med","high",450,400,"no","L27","no",2,2.01162634946852,1
441,"7068","high","high",450,375,"uncertain","Argon-Industries","no",3,2.04297801881311,0
442,"6061","high","high",425,425,"yes","MasterAlloys","no",2,1.6783118563775,0
443,"7075-T6","low","high",575,300,"no","Argon-Industries","no",5,1.75993007353157,0
444,"6061","high","low",600,425,"no","MasterAlloys","no",5,1.93968571579421,1
445,"2224","low","med",500,500,"no","L27","no",5,1.83849321755072,1
446,"7075-T6","low","high",575,375,"no","Argon-Industries","no",1,1.71490024925951,1
447,"6061","low","high",550,400,"no","L27","no",2,1.82037592896643,1
448,"6063","high","low",475,300,"no","Argon-Industries","no",2,2.09052931433936,0
449,"7068","low","low",525,300,"no","Argon-Industries","no",5,1.89313957895238,1
450,"7075-T6","high","med",425,450,"yes","Argon-Industries","no",5,1.90922657648916,0
451,"6063","high","high",575,325,"no","MasterAlloys","no",1,1.74808621108084,1
452,"7055","low","low",475,350,"no","Argon-Industries","no",5,2.07216502976106,0
453,"2224","high","low",475,375,"no","L27","no",1,1.87212951377174,1
454,"7475","high","high",425,375,"uncertain","MasterAlloys","no",5,1.99197164071791,0
455,"2224","med","high",400,300,"no","MasterAlloys","yes",5,1.98092493792356,0
456,"5052","high","low",550,375,"no","MasterAlloys","no",1,1.8960890663703,1
457,"2224","low","low",475,475,"no","MasterAlloys","no",2,1.67561809894951,0
458,"6061","med","low",600,500,"no","MasterAlloys","no",2,1.87194223737848,0
459,"6061","high","med",525,475,"no","L27","no",2,2.00164930511281,1
460,"7075-T6","high","med",425,475,"no","L27","no",2,2.02702785056934,1
461,"5052","med","med",500,500,"uncertain","L27","no",2,2.07882732950334,1
462,"2224","low","high",600,300,"no","Argon-Industries","no",5,2.02995446997041,0
463,"2224","low","low",575,500,"yes","L27","no",4,1.87982089294549,1
464,"7475","low","med",600,325,"no","L27","no",2,2.02631717264357,0
465,"6061","med","low",425,400,"yes","Argon-Industries","no",2,2.04788992244436,0
466,"2324","high","low",425,500,"no","Argon-Industries","no",2,2.04750555943186,0
467,"7055","high","low",550,450,"no","L27","no",2,1.80590046575189,1
468,"6061","high","med",450,300,"no","Argon-Industries","yes",5,1.62193029283382,0
469,"5052","high","low",600,500,"no","Argon-Industries","no",2,1.95441204305399,0
470,"6061","low","low",550,425,"no","Argon-Industries","no",2,2.05715707791168,1
471,"5052","low","high",475,325,"no","Argon-Industries","no",2,1.92450510511641,1
472,"2324","med","med",400,450,"no","Argon-Industries","no",5,1.7689146363105,0
473,"2024-T3","high","med",425,375,"no","L27","no",2,1.74428061672449,1
474,"6061","low","low",400,325,"no","Argon-Industries","no",2,2.01177489366608,1
475,"6061","med","med",575,350,"no","L27","no",5,1.86598469111624,0
476,"7075-T6","high","med",425,500,"no","MasterAlloys","no",2,1.66309985661385,0
477,"7055","high","med",500,325,"no","L27","yes",5,1.96434902058883,0
478,"2224","med","low",575,400,"no","MasterAlloys","no",2,1.87692356222286,1
479,"5052","med","low",575,350,"no","Argon-Industries","no",5,1.82862941045655,1
480,"6061","med","low",525,450,"no","Argon-Industries","no",3,2.00441494181929,0
481,"6063","high","high",400,400,"no","Argon-Industries","no",2,1.85102039218822,0
482,"6063","med","low",550,350,"no","Argon-Industries","no",2,2.31253681815962,1
483,"6063","med","low",500,475,"yes","Argon-Industries","no",1,1.91967427820573,1
484,"7075-T6","high","high",525,425,"no","MasterAlloys","no",2,1.7076980616976,1
485,"7475","high","med",550,450,"no","Argon-Industries","no",2,1.97858383235516,1
486,"7475","low","low",550,325,"no","MasterAlloys","no",3,1.84774197631721,1
487,"2024-T3","high","low",425,350,"uncertain","Argon-Industries","no",2,2.198836290396,1
488,"2024-T3","high","low",450,400,"no","Argon-Industries","no",2,1.96652578179241,1
489,"7075-T6","low","low",600,450,"uncertain","L27","no",2,2.05818031088256,1
490,"7475","low","low",525,500,"yes","L27","no",5,1.79067186294286,0
491,"6061","low","low",475,300,"no","Argon-Industries","no",4,1.99327652111078,0
492,"7075-T6","low","med",400,350,"uncertain","Argon-Industries","yes",2,1.87225689980342,0
493,"7068","med","med",475,350,"uncertain","L27","no",2,1.8006771787288,0
494,"2024-T3","med","low",400,375,"no","L27","no",2,1.91331648241858,1
495,"7068","low","low",425,450,"no","Argon-Industries","no",4,1.93814076004578,0
496,"7075-T6","high","low",525,300,"no","MasterAlloys","no",2,2.10085155710251,0
497,"2024-X","high","high",600,425,"no","Argon-Industries","no",2,2.12655834712189,1
498,"2024-T3","high","med",575,450,"no","Argon-Industries","no",1,2.06112145827225,1
499,"6063","med","med",600,475,"no","L27","no",5,2.02522614538448,1
500,"2024-X","high","med",550,300,"no","Argon-Industries","no",4,2.0661011430462,0
501,"6063","med","med",550,300,"no","Argon-Industries","no",2,1.97202230002068,0
502,"2224","high","low",500,500,"no","Argon-Industries","no",2,2.05437926641545,0
503,"5052","med","high",450,300,"no","Argon-Industries","no",1,1.95314670069037,0
504,"2024-T3","med","low",425,500,"no","Argon-Industries","no",2,2.03706620237638,0
505,"2224","low","high",400,475,"no","L27","no",2,2.09512170544465,1
506,"6063","low","high",550,300,"no","MasterAlloys","no",5,2.04878657600746,0
507,"2024-X","med","high",500,350,"no","MasterAlloys","no",2,1.79059309921064,0
508,"6063","high","med",600,475,"no","MasterAlloys","no",5,1.80897456752347,0
509,"6061","high","med",450,450,"no","Argon-Industries","no",2,1.80038756419918,0
510,"6061","high","low",475,425,"no","Argon-Industries","no",2,1.96730964770602,1
511,"2024-X","high","high",500,425,"no","Argon-Industries","no",5,2.01803480729134,0
512,"6063","high","low",450,500,"no","L27","no",2,2.09322638242239,0
513,"6061","med","low",475,475,"uncertain","L27","no",2,1.60844542072724,0
514,"6063","med","low",400,500,"yes","Argon-Industries","no",2,1.71358495734087,0
515,"7075-T6","high","med",500,325,"uncertain","L27","no",5,2.09478900493903,0
516,"7055","high","low",400,475,"yes","Argon-Industries","no",3,1.91856705687433,0
517,"7068","high","med",425,375,"no","L27","no",1,2.09007737684114,1
518,"6063","high","med",400,325,"no","Argon-Industries","no",2,1.61844546629592,0
519,"6063","high","med",400,475,"no","Argon-Industries","no",5,1.7829405128157,0
520,"7055","high","low",600,325,"no","Argon-Industries","no",2,1.93676161668817,1
521,"2024-T3","med","low",425,325,"yes","MasterAlloys","no",5,1.96849559654164,0
522,"2324","high","high",550,450,"uncertain","Argon-Industries","no",2,1.92311297948987,1
523,"7068","low","high",475,325,"no","L27","no",2,1.81338482609358,1
524,"7055","high","low",575,350,"no","L27","no",4,2.05430674244786,0
525,"6063","low","high",450,325,"no","Argon-Industries","no",2,2.21182424076764,0
526,"7475","high","low",450,375,"no","L27","no",5,2.04181903987163,0
527,"7475","high","high",550,425,"no","L27","no",1,1.81363271414589,1
528,"2024-X","med","high",500,400,"yes","Argon-Industries","no",2,2.21149583712729,0
529,"7055","high","low",425,350,"yes","MasterAlloys","no",5,1.98673009622185,0
530,"6061","med","med",550,375,"no","L27","no",5,1.8431798689639,1
531,"7055","high","med",600,375,"no","L27","no",2,1.90993854305347,1
532,"2324","high","med",500,425,"no","MasterAlloys","no",5,1.74989958360594,0
533,"7475","high","high",400,475,"no","Argon-Industries","no",5,1.91354259371459,0
534,"2324","med","high",450,450,"no","MasterAlloys","yes",3,1.80625812068146,0
535,"6061","med","low",525,450,"no","Argon-Industries","no",5,1.82816671480697,1
536,"2024-T3","high","high",575,400,"yes","L27","no",5,1.92251367115732,1
537,"7075-T6","high","high",400,500,"yes","MasterAlloys","no",2,1.91530476840269,0
538,"7055","high","med",500,400,"no","Argon-Industries","no",2,1.93618983841766,1
539,"2224","med","low",425,400,"no","MasterAlloys","no",2,1.88256062008811,1
540,"6061","high","med",550,325,"no","Argon-Industries","no",5,1.82569369072464,0
541,"7075-T6","low","low",550,475,"no","MasterAlloys","no",2,2.03334823439317,1
542,"2024-X","low","med",450,400,"uncertain","MasterAlloys","no",2,2.03440725701782,0
543,"2324","high","low",450,475,"no","L27","no",4,1.85277619612051,0
544,"2224","high","high",425,300,"no","Argon-Industries","no",2,2.00120243536745,0
545,"6063","med","med",525,325,"no","L27","no",5,2.03361237413892,1
546,"6063","high","high",600,400,"no","L27","yes",4,2.13638105321646,0
547,"2224","low","low",575,475,"yes","MasterAlloys","no",5,2.01903921987249,0
548,"7075-T6","high","med",475,400,"no","Argon-Industries","no",2,2.10594437124168,1
549,"2024-T3","med","med",425,450,"no","L27","no",5,2.14210128744828,1
550,"2324","high","high",475,425,"no","MasterAlloys","no",5,1.97647404963071,0
551,"6061","med","high",425,375,"no","L27","no",2,2.1443729191569,0
552,"7068","med","low",500,450,"no","Argon-Industries","no",5,1.73015898119886,0
553,"6061","low","high",450,350,"no","L27","no",2,2.04334854975988,0
554,"5052","high","med",525,450,"no","Argon-Industries","no",2,1.80558919000913,0
555,"7055","low","high",500,475,"no","Argon-Industries","no",5,2.04575406925416,1
556,"7475","low","med",425,425,"no","Argon-Industries","no",2,2.08976438627494,0
557,"7068","low","low",600,500,"no","MasterAlloys","no",4,2.06391747835189,0
558,"2324","high","high",400,325,"no","Argon-Industries","no",2,2.03863255573832,1
559,"2224","high","low",575,300,"uncertain","Argon-Industries","no",2,1.98272458032501,1
560,"2324","low","low",400,400,"no","MasterAlloys","no",5,1.72857318266165,0
561,"5052","high","med",500,500,"no","Argon-Industries","no",5,2.14154655519518,0
562,"5052","low","med",500,300,"yes","Argon-Industries","no",5,2.12963338105072,0
563,"7068","low","low",550,350,"no","Argon-Industries","no",2,1.93792792523557,1
564,"2324","high","med",550,375,"no","L27","no",2,2.030425110328,1
565,"2024-T3","high","low",525,400,"no","Argon-Industries","no",2,2.06305509652782,0
566,"6061","low","low",525,300,"yes","L27","no",2,1.98466720186615,1
567,"6063","high","low",600,325,"no","Argon-Industries","no",2,1.98072060488277,1
568,"7068","low","low",600,300,"uncertain","Argon-Industries","no",2,2.06690290580119,1
569,"7068","high","low",575,300,"yes","Argon-Industries","no",2,2.02408285522109,1
570,"5052","high","low",475,300,"no","L27","no",3,1.91723312387476,0
571,"7475","high","high",525,325,"no","MasterAlloys","no",5,1.52373844008176,0
